,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
2113,Hal Robson-Kanu,wls WAL,FWMF,West Brom,eng Premier League,28,1989,9.2,2,1,0,20,25,6,19,4,4,0,0,0,35,24,43,35.8,Matches,fb2dec57
2114,Marc Roca,es ESP,MF,Espanyol,es La Liga,20,1996,2.9,0,0,0,6,0,0,1,4,7,0,0,0,20,0,4,0.0,Matches,da27e268
2115,Rubén Rochina,es ESP,MFDF,Levante,es La Liga,26,1991,1.7,0,1,0,2,4,0,1,2,5,0,0,0,12,0,2,0.0,Matches,ecd8c01e
2116,Ronny Rodelin,fr FRA,FWMF,Caen,fr Ligue 1,27,1989,35.1,1,0,0,23,32,13,78,28,22,0,0,0,175,140,90,60.9,Matches,1f8c7aa9
2117,Rodri,es ESP,MF,Villarreal,es La Liga,21,1996,35.9,8,0,0,77,35,2,5,52,71,0,0,0,320,98,35,73.7,Matches,6434f10d
2118,Rodrigo,es ESP,FW,Valencia,es La Liga,26,1991,29.8,4,0,0,28,40,20,26,17,13,2,0,0,86,34,46,42.5,Matches,1fb1c435
2119,Kévin Rodrigues,pt POR,DF,Real Sociedad,es La Liga,23,1994,18.2,1,0,0,23,15,0,70,27,32,0,0,1,99,19,19,50.0,Matches,f1bed920
2120,Ángel Rodríguez,es ESP,FW,Getafe,es La Liga,30,1987,25.5,6,0,0,48,36,32,20,6,19,2,0,0,62,29,108,21.2,Matches,8cfc2f69
2121,Iván Rodríguez,es ESP,DF,Málaga,es La Liga,21,1996,0.2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,,Matches,aa55fe48
2122,James Rodríguez,co COL,MFFW,Bayern Munich,de Bundesliga,26,1991,18.0,2,0,0,22,33,4,132,12,27,0,0,0,126,6,12,33.3,Matches,715bf047
2123,Jay Rodriguez,eng ENG,FWMF,West Brom,eng Premier League,28,1989,31.2,2,0,0,43,29,18,30,19,21,0,0,0,121,72,81,47.1,Matches,4ab53cdb
2124,Ricardo Rodríguez,ch SUI,DF,Milan,it Serie A,24,1992,33.4,4,2,1,37,27,2,120,33,29,0,1,0,177,33,33,50.0,Matches,7f78ad23
2125,Marko Rog,hr CRO,MFFW,Napoli,it Serie A,22,1995,3.2,2,0,0,11,5,0,5,2,7,0,0,0,25,7,11,38.9,Matches,b6b2b820
2126,Rogério,br BRA,DF,Sassuolo,it Serie A,19,1998,10.1,4,0,0,11,16,0,26,9,14,0,0,0,82,4,5,44.4,Matches,10e7f486
2127,Marcus Rohdén,se SWE,MF,Crotone,it Serie A,26,1991,18.1,2,0,0,19,26,2,15,18,19,0,0,0,82,18,34,34.6,Matches,b5b27493
2128,Marcos Rojo,ar ARG,DF,Manchester Utd,eng Premier League,27,1990,7.1,6,0,0,8,4,0,1,7,5,0,1,0,37,16,6,72.7,Matches,e0991c04
2129,Diego Rolán,uy URU,FWMF,Málaga,es La Liga,24,1993,21.6,0,0,0,28,48,19,27,12,25,1,0,0,107,11,41,21.2,Matches,d1491e00
2130,Rolando,pt POR,DF,Marseille,fr Ligue 1,31,1985,27.9,5,0,0,20,15,2,0,37,29,0,1,1,162,52,37,58.4,Matches,0eeafda5
2131,Esteban Rolón,ar ARG,MF,Málaga,es La Liga,22,1995,4.6,1,0,0,12,4,0,1,9,4,0,0,0,22,3,5,37.5,Matches,10e25802
2132,Filippo Romagna,it ITA,DF,Cagliari,it Serie A,20,1997,21.0,0,0,0,12,15,0,14,33,18,0,1,0,109,34,17,66.7,Matches,84594618
2133,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,22,1995,26.1,8,2,1,31,10,2,5,23,14,0,0,0,96,69,36,65.7,Matches,3ead85f9
2134,Simone Romagnoli,it ITA,DF,Bologna,it Serie A,27,1990,6.2,1,0,0,6,0,0,0,7,9,0,0,0,30,18,15,54.5,Matches,09899de8
2135,Aristóteles Romero,ve VEN,MFFW,Crotone,it Serie A,21,1995,1.0,2,0,0,6,0,0,0,5,7,0,0,0,15,1,4,20.0,Matches,9f069180
2136,Óscar Romero,py PAR,MFFW,Alavés,es La Liga,25,1992,2.8,0,0,0,7,10,0,6,3,2,0,0,0,20,6,2,75.0,Matches,4bc5f2b4
2137,Sergio Romero,ar ARG,GK,Manchester Utd,eng Premier League,30,1987,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,1e26e376
2138,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,25,1991,32.2,11,0,0,53,37,3,6,69,64,0,0,0,255,96,80,54.5,Matches,4b511457
2139,Rômulo,it ITA,MFDF,Hellas Verona,it Serie A,30,1987,35.2,7,0,0,30,30,4,193,43,44,0,0,0,220,8,27,22.9,Matches,07abb358
2140,Cristiano Ronaldo,pt POR,FW,Real Madrid,es La Liga,32,1985,25.4,1,0,0,19,18,40,34,6,4,1,0,0,51,34,27,55.7,Matches,dea698d9
2141,Facundo Roncaglia,ar ARG,DF,Celta Vigo,es La Liga,30,1987,16.6,2,0,0,15,8,1,6,31,25,0,1,0,112,23,18,56.1,Matches,51e3954c
2142,Salomón Rondón,ve VEN,FW,West Brom,eng Premier League,27,1989,30.7,4,0,0,42,55,28,35,14,6,0,0,0,135,162,207,43.9,Matches,b318a643
2143,Valentin Rongier,fr FRA,MF,Nantes,fr Ligue 1,22,1994,26.1,1,0,0,40,21,3,9,40,49,0,0,0,209,27,31,46.6,Matches,ed45c4a5
2144,Marten de Roon,nl NED,MF,Atalanta,it Serie A,26,1991,28.6,9,2,1,59,20,0,4,46,50,0,0,0,198,48,43,52.7,Matches,2a1beb34
2145,Wayne Rooney,eng ENG,MFFW,Everton,eng Premier League,31,1985,25.2,5,0,0,35,18,8,62,16,19,0,1,0,154,25,32,43.9,Matches,f07be45a
2146,Roberto Rosales,ve VEN,DF,Málaga,es La Liga,28,1988,34.7,10,0,0,47,22,3,168,58,69,1,2,0,245,49,47,51.0,Matches,81069528
2147,Danny Rose,eng ENG,DF,Tottenham,eng Premier League,27,1990,8.9,4,0,0,12,24,0,57,9,11,0,0,0,45,8,5,61.5,Matches,89d10e53
2148,Liam Rosenior,eng ENG,DF,Brighton,eng Premier League,33,1984,1.8,0,0,0,1,0,0,1,4,3,0,0,0,5,2,1,66.7,Matches,8b0d6fe9
2149,Aleandro Rosi,it ITA,DF,Genoa,it Serie A,30,1987,18.9,5,0,0,46,23,2,55,20,17,0,0,0,80,47,48,49.5,Matches,1b729ba2
2150,Valentin Rosier,fr FRA,DF,Dijon,fr Ligue 1,20,1996,30.9,5,0,0,62,20,3,53,58,54,0,0,2,180,43,38,53.1,Matches,9b6d9b53
2151,Luca Rossettini,it ITA,DF,Genoa,it Serie A,32,1985,22.5,7,0,0,23,8,0,4,29,8,0,0,0,92,50,43,53.8,Matches,47a500ae
2152,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,26,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,7b5f516f
2153,Giuseppe Rossi,it ITA,FWMF,Genoa,it Serie A,30,1987,2.9,0,0,0,3,5,0,3,1,1,0,0,0,5,0,5,0.0,Matches,fe48a073
2154,Jérôme Roussillon,fr FRA,DF,Montpellier,fr Ligue 1,24,1993,20.9,2,0,0,10,28,5,94,15,27,0,0,0,106,11,16,40.7,Matches,13203c45
2155,Wayne Routledge,eng ENG,MFFW,Swansea City,eng Premier League,32,1985,4.8,1,0,0,9,0,0,15,2,5,0,0,0,28,5,8,38.5,Matches,1d387eee
2156,Nolan Roux,fr FRA,FWMF,Metz,fr Ligue 1,29,1988,31.5,8,0,0,47,60,17,20,25,17,0,0,0,124,67,91,42.4,Matches,3071a619
2157,Rubén,es ESP,GK,La Coruña,es La Liga,33,1984,27.5,3,0,0,0,5,0,0,1,0,0,0,0,19,5,1,83.3,Matches,24279b8b
2158,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,24,1993,26.0,4,0,0,26,14,2,10,24,21,0,0,0,175,58,38,60.4,Matches,18b896d6
2159,Sebastian Rudy,de GER,MF,Bayern Munich,de Bundesliga,27,1990,16.8,2,0,0,21,15,0,37,18,40,0,0,0,81,18,7,72.0,Matches,80f36c88
2160,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,30,1986,34.6,1,1,0,0,1,0,0,0,0,0,0,0,52,4,2,66.7,Matches,cac76a72
2161,Vincent Rüfli,ch SUI,DFFW,Dijon,fr Ligue 1,29,1988,0.3,0,0,0,3,0,0,0,1,1,0,0,0,1,0,1,0.0,Matches,a87e9eb6
2162,Daniele Rugani,it ITA,DF,Juventus,it Serie A,23,1994,21.5,3,0,0,25,14,1,2,20,12,0,2,0,93,40,29,58.0,Matches,14b8fcdf
2163,Mário Rui,pt POR,DF,Napoli,it Serie A,26,1991,23.2,9,2,1,42,42,2,112,14,39,0,0,0,151,13,38,25.5,Matches,0b5a292a
2164,Aitor Ruibal,es ESP,MF,Betis,es La Liga,21,1996,0.1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0.0,Matches,a55d8df5
2165,Fabián Ruiz Peña,es ESP,MF,Betis,es La Liga,21,1996,29.5,3,0,0,27,35,2,15,42,53,0,0,0,254,25,17,59.5,Matches,c0c7ff58
2166,Víctor Ruiz,es ESP,DF,Villarreal,es La Liga,28,1989,26.8,10,1,1,28,6,0,2,58,22,0,1,0,158,59,40,59.6,Matches,b3dc6eca
2167,Antonio Rukavina,rs SRB,DF,Villarreal,es La Liga,33,1984,14.1,5,0,0,18,3,0,27,16,22,0,1,0,59,9,11,45.0,Matches,e12d7851
2168,Gerónimo Rulli,ar ARG,GK,Real Sociedad,es La Liga,25,1992,26.0,3,0,0,1,2,0,0,0,1,0,1,0,43,1,0,100.0,Matches,625c144a
2169,Lukas Rupp,de GER,MFFW,Hoffenheim,de Bundesliga,26,1991,12.9,1,0,0,32,23,0,17,13,32,0,0,0,84,4,28,12.5,Matches,3faa1780
2170,Marco Russ,de GER,DF,Eint Frankfurt,de Bundesliga,31,1985,12.7,3,0,0,11,14,0,0,24,11,0,0,1,45,57,32,64.0,Matches,e26c4233
2171,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,25,1992,38.0,0,0,0,0,1,0,0,3,0,0,0,0,24,12,0,100.0,Matches,4535e4bb
2172,Idriss Saadi,dz ALG,FW,Strasbourg,fr Ligue 1,25,1992,10.5,1,0,0,10,5,6,19,5,5,0,0,0,28,9,25,26.5,Matches,17f29fb0
2173,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,24,1993,34.4,3,0,0,38,31,2,137,54,61,0,0,0,235,40,41,49.4,Matches,fbbb9269
2174,Abdelhamid Sabiri,ma MAR,MF,Huddersfield,eng Premier League,20,1996,2.4,1,0,0,4,4,1,1,1,4,0,0,0,8,14,12,53.8,Matches,4830e0af
2175,Marcel Sabitzer,at AUT,MFFW,RB Leipzig,de Bundesliga,23,1994,19.9,4,0,0,14,33,4,65,24,28,1,0,0,118,13,15,46.4,Matches,e280527c
2176,Enric Saborit,es ESP,DF,Athletic Club,es La Liga,25,1992,15.9,5,0,0,20,13,1,36,24,27,0,0,0,86,22,10,68.8,Matches,eb5bc3eb
2177,Ihsan Sacko,fr FRA,FWMF,Nice,fr Ligue 1,20,1997,2.9,1,0,0,3,10,1,1,2,1,0,0,0,11,1,7,12.5,Matches,68a87d66
2178,Ihsan Sacko,fr FRA,FWMF,Strasbourg,fr Ligue 1,20,1997,7.9,1,0,0,10,14,2,6,5,8,0,0,0,42,13,20,39.4,Matches,68a87d66
2179,Mujaid Sadick,es ESP,DF,La Coruña,es La Liga,17,2000,1.2,0,0,0,0,0,0,1,1,2,0,0,0,6,0,1,0.0,Matches,21164a21
2180,Armando Sadiku,al ALB,FW,Levante,es La Liga,26,1991,3.0,1,0,0,6,1,2,1,2,1,0,0,0,9,10,26,27.8,Matches,8b6d1830
2181,Umar Sadiq,ng NGA,FW,Torino,it Serie A,20,1997,2.5,0,0,0,11,9,6,0,1,0,0,0,0,7,3,8,27.3,Matches,686cbe7d
2182,Bacary Sagna,fr FRA,DF,Benevento,it Serie A,34,1983,10.6,1,0,0,2,10,0,26,20,7,0,0,0,47,28,11,71.8,Matches,6ef56efd
2183,Adrián Sahibeddine,fr FRA,FWMF,Dijon,fr Ligue 1,22,1994,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0,Matches,22c77851
2184,Nuri Şahin,tr TUR,MF,Dortmund,de Bundesliga,28,1988,13.6,2,0,0,21,20,0,24,20,34,0,0,0,72,32,22,59.3,Matches,f4081572
2185,Wesley Saïd,fr FRA,FWMF,Dijon,fr Ligue 1,22,1995,20.4,4,0,0,38,18,7,19,15,22,1,0,0,72,8,15,34.8,Matches,90fcf472
2186,Allan Saint-Maximin,fr FRA,FWMF,Nice,fr Ligue 1,20,1997,25.0,1,0,0,9,39,5,70,11,14,2,0,0,110,10,15,40.0,Matches,2b16cb1a
2187,Allan Saint-Maximin,fr FRA,MF,Monaco,fr Ligue 1,20,1997,0.2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,0.0,Matches,2b16cb1a
2188,Henri Saivet,sn SEN,MF,Newcastle Utd,eng Premier League,26,1990,0.9,0,0,0,0,0,0,2,4,3,0,0,0,4,2,1,66.7,Matches,f3709655
2189,Gōtoku Sakai,jp JPN,DFMF,Hamburger SV,de Bundesliga,26,1991,25.4,2,0,0,30,26,0,40,44,40,0,0,0,130,37,42,46.8,Matches,c8e25f78
2190,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,27,1990,28.0,1,0,0,24,27,2,46,45,45,0,1,0,126,61,39,61.0,Matches,d63e2912
2191,Diafra Sakho,sn SEN,FW,West Ham,eng Premier League,27,1989,3.4,2,0,0,4,6,5,3,1,2,1,0,0,8,16,26,38.1,Matches,57c433c8
2192,Diafra Sakho,sn SEN,FW,Rennes,fr Ligue 1,27,1989,8.6,1,0,0,16,10,9,4,2,4,0,0,0,15,21,47,30.9,Matches,57c433c8
2193,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,27,1990,17.8,1,0,0,3,9,0,0,30,14,0,0,0,140,39,35,52.7,Matches,87935cf3
2194,Bakary Sako,ml MLI,FWMF,Crystal Palace,eng Premier League,29,1988,5.3,0,0,0,8,7,4,27,1,6,0,0,0,27,11,16,40.7,Matches,381d7d54
2195,Emiliano Sala,ar ARG,FW,Nantes,fr Ligue 1,26,1990,33.7,4,1,1,50,58,32,9,9,11,0,0,0,95,119,200,37.3,Matches,5d59e0df
2196,Jacopo Sala,it ITA,DF,Sampdoria,it Serie A,25,1991,11.0,1,1,0,12,15,0,24,8,10,0,1,0,69,7,8,46.7,Matches,da5a981b
2197,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,25,1992,32.3,1,0,0,16,29,17,86,5,6,1,0,0,122,13,35,27.1,Matches,e342ad68
2198,Bartosz Salamon,pl POL,DF,SPAL,it Serie A,26,1991,19.2,5,0,0,23,16,2,11,58,22,0,0,1,114,51,21,70.8,Matches,9b30df1e
2199,Carlos Salcedo,mx MEX,DF,Eint Frankfurt,de Bundesliga,23,1993,17.9,5,0,0,27,13,0,6,21,22,0,0,0,77,44,25,63.8,Matches,64c07ae1
2200,Eddie Salcedo,it ITA,FW,Genoa,it Serie A,15,2001,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches,0489bb30
2201,Yannis Salibur,fr FRA,FWMF,Guingamp,fr Ligue 1,26,1991,16.9,4,0,0,20,37,7,79,7,9,0,0,0,51,10,13,43.5,Matches,bb4a42be
2202,Sejad Salihović,ba BIH,MF,Hamburger SV,de Bundesliga,32,1984,4.1,1,0,0,8,4,0,33,5,5,0,0,0,38,7,6,53.8,Matches,a4e14205
2203,Yoann Salmier,gf GUF,DF,Strasbourg,fr Ligue 1,24,1992,12.3,2,0,0,13,7,0,0,26,13,0,0,0,45,11,10,52.4,Matches,c3725db2
2204,Mamadou Samassa,ml MLI,GK,Troyes,fr Ligue 1,27,1990,21.0,1,0,0,0,4,0,0,0,0,0,0,0,16,5,0,100.0,Matches,cfe852d8
2205,Brice Samba,cg CGO,GK,Caen,fr Ligue 1,23,1994,3.5,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0,Matches,60d90c55
2206,Junior Sambia,fr FRA,MF,Montpellier,fr Ligue 1,20,1996,17.1,3,0,0,25,34,3,98,20,12,0,0,0,90,27,26,50.9,Matches,24eb7ed6
2207,Frédéric Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,31,1986,15.9,1,0,0,14,22,5,45,5,25,0,0,0,92,3,23,11.5,Matches,8802c1d5
2208,Sergi Samper,es ESP,MF,Las Palmas,es La Liga,22,1995,1.6,0,0,0,2,2,0,2,0,4,0,0,0,11,1,0,100.0,Matches,6a7586f4
2209,Jairo Samperio,es ESP,FWMF,Las Palmas,es La Liga,24,1993,6.2,1,0,0,11,7,3,8,1,6,0,0,0,24,5,10,33.3,Matches,c0a0c18f
2210,Jairo Samperio,es ESP,MFFW,Mainz 05,de Bundesliga,24,1993,0.4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,Matches,c0a0c18f
2211,Mario Sampirisi,it ITA,DF,Crotone,it Serie A,24,1992,24.4,2,0,0,22,10,2,35,43,32,0,1,0,139,28,21,57.1,Matches,cda2ec29
2212,Mikel San José,es ESP,MF,Athletic Club,es La Liga,28,1989,23.9,5,0,0,39,8,0,11,41,37,0,0,2,151,67,58,53.6,Matches,003a5c72
2213,Antonio Sanabria,py PAR,FW,Betis,es La Liga,21,1996,9.5,0,0,0,12,15,8,2,4,8,0,0,0,20,23,36,39.0,Matches,0a447501
2214,Renato Sanches,pt POR,MF,Swansea City,eng Premier League,19,1997,7.8,1,0,0,8,20,0,32,7,7,0,0,0,50,2,12,14.3,Matches,032f894e
2215,Alexis Sánchez,cl CHI,MFFW,Arsenal,eng Premier League,28,1988,16.7,4,0,0,21,44,16,54,6,9,0,0,0,48,14,24,36.8,Matches,2c0f8e9e
2216,Alexis Sánchez,cl CHI,FWMF,Manchester Utd,eng Premier League,28,1988,11.6,1,0,0,10,31,10,43,17,17,1,0,0,61,6,18,25.0,Matches,2c0f8e9e
2217,Carlos Sánchez,co COL,MFDF,Fiorentina,it Serie A,31,1986,4.1,2,0,0,6,1,0,0,8,6,0,0,0,33,4,11,26.7,Matches,50b51fac
2218,Carlos Sánchez,co COL,MF,Espanyol,es La Liga,31,1986,12.5,3,0,0,24,14,0,1,18,12,0,0,0,87,26,11,70.3,Matches,50b51fac
2219,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,21,1996,28.2,1,1,0,25,18,0,3,38,24,0,0,1,164,73,61,54.5,Matches,da7b447d
2220,Sergio Sánchez,es ESP,DF,Espanyol,es La Liga,31,1986,1.1,1,0,0,2,0,0,1,3,3,0,0,0,2,2,0,100.0,Matches,83a83b0a
2221,Víctor Sánchez,es ESP,MFDF,Espanyol,es La Liga,29,1987,27.3,13,0,0,72,50,0,67,79,72,0,0,0,145,49,25,66.2,Matches,ad4d0985
2222,Jadon Sancho,eng ENG,FW,Dortmund,de Bundesliga,17,2000,7.7,0,0,0,1,9,1,14,5,5,0,0,0,36,5,6,45.5,Matches,dbf053da
2223,Sandro,br BRA,MF,Benevento,it Serie A,28,1989,12.8,4,0,0,25,14,2,1,18,21,0,1,0,70,14,15,48.3,Matches,c1c2c925
2224,Alex Sandro,br BRA,DF,Juventus,it Serie A,26,1991,23.5,8,0,0,51,29,5,90,30,31,0,1,0,144,46,29,61.3,Matches,0d82903c
2225,Arona Sané,sn SEN,MFFW,Atlético Madrid,es La Liga,22,1995,0.7,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,66.7,Matches,22df75d8
2226,Lamine Sané,sn SEN,DF,Werder Bremen,de Bundesliga,30,1987,8.7,1,0,0,6,9,1,0,20,14,0,0,0,36,26,19,57.8,Matches,125cb9fe
2227,Leroy Sané,de GER,FW,Manchester City,eng Premier League,21,1996,26.9,4,0,0,24,27,7,93,13,21,0,0,0,122,15,13,53.6,Matches,2b114be3
2228,Salif Sané,sn SEN,DF,Hannover 96,de Bundesliga,26,1990,32.0,6,0,0,35,36,1,4,57,43,0,1,0,217,174,41,80.9,Matches,791abba1
2229,Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,19,1997,17.6,5,0,0,39,22,0,15,24,47,0,1,0,145,28,25,52.8,Matches,bced0375
2230,Younousse Sankharé,sn SEN,MF,Bordeaux,fr Ligue 1,27,1989,20.9,5,0,0,34,35,5,5,21,23,0,1,0,115,28,27,50.9,Matches,c650629d
2231,Baissama Sankoh,gn GUI,MFDF,Caen,fr Ligue 1,25,1992,17.1,3,0,0,27,29,0,4,25,19,0,0,0,120,33,35,48.5,Matches,a8b4a643
2232,Siriki Sanogo,ci CIV,MF,Benevento,it Serie A,15,2001,0.4,0,0,0,2,0,0,0,1,1,0,0,0,1,2,0,100.0,Matches,ff120e44
2233,Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,24,1993,16.8,6,0,0,53,41,12,5,6,6,2,0,0,44,82,80,50.6,Matches,11ced928
2234,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,22,1994,24.1,8,0,0,46,60,6,82,25,40,0,0,0,134,21,37,36.2,Matches,6e7f1353
2235,Nicola Sansone,it ITA,FWMF,Villarreal,es La Liga,25,1991,7.1,1,0,0,3,12,9,17,1,4,1,0,0,31,1,7,12.5,Matches,7eb97a8e
2236,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,22,1995,28.8,6,0,0,48,50,1,16,43,40,0,0,0,179,43,34,55.8,Matches,5e22e2a4
2237,Ivan Santini,hr CRO,FW,Caen,fr Ligue 1,28,1989,30.9,3,0,0,79,53,18,4,4,12,2,0,0,70,111,164,40.4,Matches,086d7db3
2238,Davide Santon,it ITA,DF,Inter,it Serie A,26,1991,9.3,2,0,0,11,8,0,16,20,14,0,1,0,59,26,11,70.3,Matches,88c89891
2239,Christian Santos,ve VEN,FW,Alavés,es La Liga,29,1988,4.8,3,1,1,17,0,1,1,2,0,0,0,0,13,33,35,48.5,Matches,4efd29bb
2240,Douglas Santos,br BRA,DF,Hamburger SV,de Bundesliga,23,1994,26.4,6,0,0,39,19,1,83,56,60,0,0,0,156,35,39,47.3,Matches,c50e5bba
2241,Samir Santos,br BRA,DF,Udinese,it Serie A,22,1994,28.5,7,1,0,38,40,1,20,75,38,0,0,2,130,42,29,59.2,Matches,92b4758e
2242,Antonio Santurro,do DOM,GK,Bologna,it Serie A,25,1992,1.0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,50.0,Matches,61228681
2243,Riccardo Saponara,it ITA,MFFW,Fiorentina,it Serie A,25,1991,10.0,3,0,0,15,21,1,24,1,8,0,0,0,63,9,5,64.3,Matches,3bb7af3b
2244,Pablo Sarabia,es ESP,FWMF,Sevilla,es La Liga,25,1992,26.6,8,1,1,46,41,20,113,30,19,0,0,0,133,12,28,30.0,Matches,9744ff80
2245,Yusuf Sari,tr TUR,FW,Marseille,fr Ligue 1,18,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,a2da58b1
2246,Bouna Sarr,sn SEN,DFFW,Marseille,fr Ligue 1,25,1992,19.9,5,0,0,37,25,4,84,32,42,1,0,0,163,37,33,52.9,Matches,1a4b9094
2247,Ismaila Sarr,sn SEN,FWMF,Rennes,fr Ligue 1,19,1998,20.6,2,0,0,21,64,20,35,9,10,2,0,0,92,11,32,25.6,Matches,bfdb33aa
2248,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,18,1999,14.7,1,0,0,13,16,0,11,31,18,0,1,0,100,28,16,63.6,Matches,4315f30d
2249,Imanol Sarriegi,es ESP,MFFW,Eibar,es La Liga,22,1995,0.5,1,0,0,1,0,0,0,1,2,0,0,0,5,0,0,,Matches,b32b7d1b
2250,Marco Sau,it ITA,FWMF,Cagliari,it Serie A,29,1987,14.6,2,0,0,18,25,12,14,9,6,2,0,0,78,4,15,21.1,Matches,1ad1f50d
2251,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,26,1991,25.5,6,0,0,24,8,0,3,45,20,0,0,1,115,46,19,70.8,Matches,f6ac68c1
2252,Gianluca Scamacca,it ITA,FWMF,Sassuolo,it Serie A,18,1999,0.3,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,100.0,Matches,8790f988
2253,Fabian Schär,ch SUI,DF,La Coruña,es La Liga,25,1991,24.7,10,0,0,39,22,3,1,45,45,0,0,0,131,43,35,55.1,Matches,c8aa95da
2254,Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,28,1989,14.6,3,0,0,8,11,0,33,19,13,0,0,0,74,27,18,60.0,Matches,a6e316c1
2255,Pasquale Schiattarella,it ITA,MF,SPAL,it Serie A,30,1987,22.1,12,0,0,26,56,1,39,24,31,0,0,0,129,10,15,40.0,Matches,bd84fc61
2256,Eros Schiavon,it ITA,MFDF,SPAL,it Serie A,34,1983,4.3,4,0,0,10,3,0,8,2,5,0,0,0,16,1,9,10.0,Matches,c4f97172
2257,Patrik Schick,cz CZE,FWMF,Roma,it Serie A,21,1996,11.0,0,0,0,20,23,3,7,2,7,0,0,0,46,29,36,44.6,Matches,5d4f7d61
2258,Julian Schieber,de GER,MFFW,Hertha BSC,de Bundesliga,28,1989,0.6,0,0,0,2,1,0,0,0,1,0,0,0,1,4,0,100.0,Matches,37c213cf
2259,Christopher Schindler,de GER,DF,Huddersfield,eng Premier League,27,1990,36.3,7,2,1,30,21,1,4,75,61,0,0,0,156,152,92,62.3,Matches,8ae9869d
2260,Sven Schipplock,de GER,FWMF,Hamburger SV,de Bundesliga,28,1988,3.8,0,0,0,10,11,0,0,1,6,0,0,0,4,18,19,48.6,Matches,53eeaf6a
2261,Jeffrey Schlupp,gh GHA,DFMF,Crystal Palace,eng Premier League,24,1992,19.4,3,0,0,18,8,0,31,24,36,0,0,0,113,38,49,43.7,Matches,3312f911
2262,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,30,1986,32.9,3,0,0,0,6,0,0,0,0,0,0,1,42,11,0,100.0,Matches,53af52f3
2263,Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,29,1988,16.6,3,0,0,16,24,0,37,30,27,0,0,0,73,39,38,50.6,Matches,89565ac5
2264,Jonathan Schmid,fr FRA,DFFW,Augsburg,de Bundesliga,27,1990,16.4,1,0,0,11,15,1,88,10,16,0,0,0,63,21,20,51.2,Matches,088ca1bd
2265,Manuel Schmiedebach,de GER,MF,Hannover 96,de Bundesliga,28,1988,1.8,1,0,0,4,1,0,2,5,5,0,0,0,12,1,6,14.3,Matches,d8f5dc3d
2266,Benno Schmitz,de GER,DF,RB Leipzig,de Bundesliga,22,1994,0.9,0,0,0,0,1,0,1,0,2,0,0,0,4,3,1,75.0,Matches,ad00b1a8
2267,Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,27,1989,23.7,5,2,1,39,17,0,8,61,40,0,1,0,170,35,37,48.6,Matches,51b41c5c
2268,Alessandro Schöpf,at AUT,DFFW,Schalke 04,de Bundesliga,23,1994,9.0,3,0,0,26,15,1,19,15,17,0,0,0,71,8,13,38.1,Matches,106bca06
2269,Nico Schulz,de GER,FWMF,Hoffenheim,de Bundesliga,24,1993,19.8,3,0,0,22,21,4,81,23,29,1,0,0,101,8,27,22.9,Matches,fa274d97
